anquancaozuo 安全操作
yunxing 运行
yunxingceshi 运行测试
yunxingfangshi 运行方式
yunxingheweihu 运行和维护
yunxingkexingxing 运行可行性
yunxingkekaoxing 运行可靠性
yunxingpoumian 运行剖面
yunxingshi 运行时
yunxingshicuowu 运行时错误
yunxingshijian 运行时间
yunxingshizhenduan 运行时诊断
yunxingxitong 运行系统
yunshu 运输
yunshuceng 运输层
yunsuan 运算
yunsuanjicunqi 运算寄存器
yunsuankongzhiqi 运算控制器
yunsuanliushuixian 运算流水线
yunsuanqi 运算器
yunsuansudu 运算速度
yunzuozhuguan 运作主管
yunmu 韵母
zajiao 杂交
zainanhuifu 灾难恢复
zaigongcheng 再工程
zaijuhe 再聚合
zaiqidong 再启动
zaisheng 再生
zaishengduan 再生段
zaiyasuo 再压缩
zaixian 在线
zaibozhenting 载波侦听
zancunqi 暂存器
zanshiguzhang 暂时故障
zanting 暂停
zantingzhuangtai 暂停状态
zanzhumingling 暂驻命令
zangdu 脏读
zaoqishixiao 早期失效
zaoxing 造形
zaoxingbianhuan 造型变换
zaosheng 噪声
zaoshengkangraodu 噪声抗扰度
zaoshengqingchu 噪声清除
zaoshengrongxian 噪声容限
zaoshengxiaochuqi 噪声消除器
zaoshengyizhi 噪声抑制
zaoshengzhonglei 噪声种类
zerenxing 责任性
zengliangbianyi 增量编译
zengliangjinghua 增量精化
zengliangxuexi 增量学习
zengliangzhuanchu 增量转储
zengqiang 增强
zengqiangxianshi 增强现实
zengzhiwang 增值网
zengzhizhuanchu 增殖转储
zhanzhewei 粘着位
zhanyongkongjian 占用空间
zhanlveguihua 战略规划
zhanlveqingbao 战略情报
zhanshuqingbao 战术情报
zhanbiaoji 栈标记
zhandanyuan 栈单元
zhandi 栈底
zhandizhi 栈地址
zhanjizhi 栈机制
zhankongzhi 栈控制
zhanneirong 栈内容
zhanqu 栈区
zhanrongliang 栈容量
zhanshangtuo 栈上托
zhansheshi 栈设施
zhansuanfa 栈算法
zhantongshisuanfa 栈桶式算法
zhanxiatui 栈下推
zhanxiangliang 栈向量
zhanxunzhi 栈寻址
zhanyichu 栈溢出
zhanyichuzhongduan 栈溢出中断
zhanyuansu 栈元素
zhanzhizhen 栈指针
zhanzimubiao 栈字母表
zhanzidongji 栈自动机
zhanzuhe 栈组合
zhanzuoyechuli 栈作业处理
zhandian 站点
zhandianbaohu 站点保护
zhandianming 站点名
zhangshangdiannao 掌上电脑
zhangshangjisuanji 掌上计算机
zhedang 遮挡
zhedie 折叠
zhexian 折线
zhejiangdaxue 浙江大学
zhejiangdaxuechubanshe 浙江大学出版社
zhejiangdaxueruanjianxueyuan 浙江大学软件学院
zhenshidayinji 针式打印机
zhenshishuzhi 针式输纸
zhendingwei 帧定位
zhenfengzhuang 帧封装
zhengeshi 帧格式
zhenhuancunqi 帧缓存器
zhenjianbianma 帧间编码
zhenjianyasuo 帧间压缩
zhenjianyanxulie 帧检验序列
zhenkongzhiziduan 帧控制字段
zhenlv 帧率
zhenmianwenti 帧面问题
zhenneibianma 帧内编码
zhenneiyasuo 帧内压缩
zhenpin 帧频
zhenshoudingjiefu 帧首定界符
zhenweidingjiefu 帧尾定界符
zhenzhongjiwang 帧中继网
zhenshigantuxing 真实感图形
zhenshiganxianshi 真实感显示
zhenshishijie 真实世界
zhenyilai 真依赖
zhenzhibiao 真值表
zhenzhibiaoguiyue 真值表归约
zhenduan 诊断
zhenduanceshi 诊断测试
zhenduanchengxu 诊断程序
zhenduanfenbianlv 诊断分辨率
zhenduanjilu 诊断记录
zhenduanjianyan 诊断检验
zhenduanmoxing 诊断模型
zhenduanpingmu 诊断屏幕
zhenduanruanpan 诊断软盘
zhenduanxitong 诊断系统
zhenlie 阵列
zhenliechuli 阵列处理
zhenliejisuanji 阵列计算机
zhenlieliushuixian 阵列流水线
zhendangzhouqi 振荡周期
zhengyong 争用
zhengliuqi 整流器
zhengticitou 整体磁头
zhengtishixiao 整体失效
zhengzhiqi 整直器
zhengzifenjie 整字分解
zhengbibao 正闭包
zhengchangxiangying 正常响应
zhengchangyunxing 正常运行
zhengercetouying 正二测投影
zhengguiwenfa 正规文法
zhengjiaobianhuan 正交变换
zhengjiaoshu 正交树
zhengli 正例
zhengluojizhuanhuan 正逻辑转换
zhengquexing 正确性
zhengquexingzhengming 正确性证明
zhengshiceshi 正式测试
zhengti 正体
zhengtouying 正投影
zhengwen 正文
zhengwenbianji 正文编辑
zhengwenbianjiqi 正文编辑器
zhengwenjiansuo 正文检索
zhengwenku 正文库
zhengwenshujuku 正文数据库
zhengxianghuifu 正向恢复
zhengxiangtuili 正向推理
zhengxiangxindao 正向信道
zhengyan 正沿
zhengyuebian 正跃变
zhengzebiaodashi 正则表达式
zhengzehua 正则化
zhengzeji 正则集
zhengzexingshi 正则形式
zhengzexu 正则序
zhengzeyuyan 正则语言
zhengju 证据
zhengjulilun 证据理论
zhengjutuili 证据推理
zhengming 证明
zhengmingcelve 证明策略
zhengmingshu 证明树
zhengmingzhe 证明者
zhengshi 证实
zhengshu 证书
zhengshufeichu 证书废除
zhengshuguanli 证书管理
zhengshujianbie 证书鉴别
zhengshulian 证书链
zhengshuzhuangtai 证书状态
zhengshuzuofeibiao 证书作废表
zhengwei 证伪
zhengzhao 症兆
zhichi 支持
zhichichengxu 支持程序
zhichiguocheng 支持过程
zhichiji 支持集
zhichiruanjian 支持软件
zhichixitong 支持系统
zhizhan 支站
zhidu 只读
zhiducunchuqi 只读存储器
zhidudie 只读碟
zhidushuxing 只读属性
zhishi 知识
zhishibianjiqi 知识编辑器
zhishibianyi 知识编译
zhishibiaoshi 知识表示
zhishicaozuohua 知识操作化
zhishichanye 知识产业
zhishichuli 知识处理
zhishidanyuan 知识单元
zhishifaxian 知识发现
zhishifuzaxing 知识复杂性
zhishigongcheng 知识工程
zhishigongchengshi 知识工程师
zhishihuoqu 知识获取
zhishijiegou 知识结构
zhishijinghua 知识精化
zhishiku 知识库
zhishikuji 知识库机
zhishikuxitong 知识库系统
zhishikuai 知识块
zhishimoshi 知识模式
zhishimoxing 知识模型
zhishirongyu 知识冗余
zhishitiqu 知识提取
zhishitiquqi 知识提取器
zhishitonghua 知识同化
zhishituili 知识推理
zhishixiangrongxing 知识相容性
zhishiyuan 知识源
zhishizhengming 知识证明
zhishizhuguan 知识主管
zhishizhuti 知识主体
zhishizixitong 知识子系统
zhishizuzhi 知识组织
zhifafangwenqu 执法访问区
zhixing 执行
zhixingchengxu 执行程序
zhixingjigou 执行机构
zhixingkaixiao 执行开销
zhixinglicheng 执行例程
zhixingliu 执行流
zhixingshijian 执行时间
zhixingxitong 执行系统
zhixingzhan 执行栈
zhixingzhichi 执行支持
zhixingzhuguan 执行主管
zhixingzhuti 执行主体
zhixingzhuangtai 执行状态
zhifangtu 直方图
zhifangtuxiuzheng 直方图修正
zhijiecharu 直接插入
zhijiecunqu 直接存取
zhijiexunzhi 直接寻址
zhijieyeleng 直接液冷
zhijieyingshe 直接映射
zhijiezuzhi 直接组织
zhican 值参
zhidiaoyong 值调用
zhizefenkai 职责分开
zhidaichuankong 纸带穿孔
zhidaiduruji 纸带读入机
zhichengyuyi 指称语义
zhiling 指令
zhilingbujin 指令步进
zhilingchuli 指令处理
zhilingdizhi 指令地址
zhilingdiaodu 指令调度
zhilingduilie 指令队列
zhilinggeshi 指令格式
zhilinggenzong 指令跟踪
zhilingjibingxing 指令级并行
zhilingji 指令集
zhilingjishuqi 指令计数器
zhilingjicunqi 指令寄存器
zhilingkongzhiqi 指令控制器
zhilingleixing 指令类型
zhilingliu 指令流
zhilingliushuixian 指令流水线
zhilingma 指令码
zhilingtingji 指令停机
zhilingxitong 指令系统
zhilingxiangguanxing 指令相关性
zhilingyuqu 指令预取
zhilingzhan 指令栈
zhilingzhongshi 指令重试
zhilingzhouqi 指令周期
zhilingzi 指令字
zhipai 指派
zhipaiyouxianji 指派优先级
zhishi 指示
zhishifu 指示符
zhishiqi 指示器
zhishubianqian 指数变迁
zhishushijian 指数时间
zhiwen 指纹
zhiwenfenxi 指纹分析
zhiyinyuan 指引元
zhizhen 指针
zhidaoxitong 制导系统
zhiliangbaozheng 质量保证
zhiliangduliangxue 质量度量学
zhilianggongcheng 质量工程
zhimingcuowu 致命错误
zhilifanzui 智力犯罪
zhineng 智能
zhinengdaili 智能代理
zhinengfangzhen 智能仿真
zhinengfangdaqi 智能放大器
zhinengjiqiren 智能机器人
zhinengjisuanji 智能计算机
zhinengjiansuo 智能检索
zhinengka 智能卡
zhinengkexue 智能科学
zhinengkongzhi 智能控制
zhinengxitong 智能系统
zhinengxian 智能线
zhinengyibiao 智能仪表
zhinengzhongduan 智能终端
zhinengzhuti 智能主体
zhinengzidongji 智能自动机
zhihou 滞后
zhibiaoyuyan 置标语言
zhihuanmima 置换密码
zhiwei 置位
zhiweimaichong 置位脉冲
zhixincedu 置信测度
zhongbeidaxue 中北大学
zhongbeidaxuechubanshe 中北大学出版社
zhongbeidaxueruanjianxueyuan 中北大学软件学院
zhongduan 中断
zhongduanchuli 中断处理
zhongduanduilie 中断队列
zhongduanjizhi 中断机制
zhongduanjicunqi 中断寄存器
zhongduanpingbi 中断屏蔽
zhongduanqingqiu 中断请求
zhongduanqudong 中断驱动
zhongduanshijian 中断事件
zhongduanxiangliang 中断向量
zhongduanxiangliangbiao 中断向量表
zhongduanyouxianji 中断优先级
zhongduanzusai 中断阻塞
zhongguokejidaxue 中国科技大学
zhongguokejidaxuechubanshe 中国科技大学出版社
zhongguokejidaxueruanjianxueyuan 中国科技大学软件学院
zhongguorenmindaxue 中国人民大学
zhongguorenmindaxuechubanshe 中国人民大学出版社
zhongguorenmindaxueruanjianxueyuan 中国人民大学软件学院
zhongjiqi 中继器
zhongjizhan 中继站
zhongjiandaima 中间代码
zhongjianjian 中间件
zhongjianjiedian 中间结点
zhongjianshebei 中间设备
zhongjianyuyan 中间语言
zhongjiezhuti 中介主体
zhongnandaxue 中南大学
zhongnandaxuechubanshe 中南大学出版社
zhongnandaxueruanjianxueyuan 中南大学软件学院
zhongqidiaodu 中期调度
zhongrihantongyihanzi 中日韩统一汉字
zhongshandaxue 中山大学
zhongshandaxuechubanshe 中山大学出版社
zhongshandaxueruanjianxueyuan 中山大学软件学院
zhongwen 中文
zhongwencaozuoxitong 中文操作系统
zhongwenpingtai 中文平台
zhongwenxinxi 中文信息
zhongwenyuliaoku 中文语料库
zhongwenzhongguo 中文中国
zhongxinci 中心词
zhongxindongci 中心动词
zhongxinjigou 中心机构
zhongxinju 中心矩
zhongxinmingci 中心名词
zhongxingjisuanji 中型计算机
zhongyangchuliji 中央处理机
zhongyangchuliqi 中央处理器
zhongyangduilie 中央队列
zhongzhilvboqi 中值滤波器
zhongzhijian 中止键
zhongzhui 中缀
zhongshidu 忠实度
zhongdiandizhi 终点地址
zhongduan 终端
zhongduanshebei 终端设备
zhongduanyonghu 终端用户
zhongduanzuoye 终端作业
zhongjifu 终极符
zhongjieqi 终接器
zhongjiemoxing 终结模型
zhongjiezhuangtai 终结状态
zhongzhixingzhengming 终止性证明
zhongqun 种群
zhongcai 仲裁
zhongcaidanyuan 仲裁单元
zhongcaixitong 仲裁系统
zhongcaiyuan 仲裁员
zhongchuan 重传
zhongdizhijianyan 重地址检验
zhongdie 重叠
zhongdiechuli 重叠处理
zhongdiejicunqichuangkou 重叠寄存器窗口
zhongdingshi 重定时
zhongdingshibianhuan 重定时变换
zhongdingxiang 重定向
zhongdingxiangcaozuofu 重定向操作符
zhongdingyi 重定义
zhongdu 重读
zhongfa 重发
zhongfanggongji 重放攻击
zhongfubiaoshi 重复标识
zhongfucishujishuqi 重复次数计数器
zhongfujianyan 重复检验
zhongfuxing 重复性
zhongfuxuanzepaixu 重复选择排序
zhonggou 重构
zhonghuijushanchu 重汇聚扇出
zhongjian 重建
zhongjianlvboqi 重建滤波器
zhongma 重码
zhongmazicishu 重码字词数
zhongpeizhi 重配置
zhongqi 重启
zhongqidong 重启动
zhongrujianduma 重入监督码
zhongshi 重试
zhongshu 重数
zhongshuyueshu 重数约束
zhongweifenbu 重尾分布
zhongxianjiqiren 重现机器人
zhongxie 重写
zhongxieguize 重写规则
zhongxinzuobiao 重心坐标
zhongxinanzhuang 重新安装
zhongxinlianjie 重新连接
zhongxinqidong 重新启动
zhongxinyunxing 重新运行
zhongyanshi 重言式
zhongyanshiguize 重言式规则
zhongyan 重演
zhongying 重影
zhongyouchengxu 重邮程序
zhongyouqi 重邮器
zhongyunxingdian 重运行点
zhongyunxinglicheng 重运行例程
zhongzai 重载
zhongzu 重组
zhongzuo 重做
zhouqi 周期
zhouqiqiequ 周期窃取
zhouqixingdingyi 周期性定义
zhouqixingzhongduan 周期性中断
zhouqizhen 周期帧
zhoucetouying 轴测投影
zhouxiangjingei 轴向进给
zhubuqiujing 逐步求精
zhucixing 逐次性
zhuxing 逐行
zhuxingsaomiao 逐行扫描
zhumianfenleifa 逐面分类法
zhuban 主板
zhuchiren 主持人
zhucongdiaodu 主从调度
zhucongfuzhi 主从复制
zhucongjisuanji 主从计算机
zhucongshicaozuoxitong 主从式操作系统
zhucun 主存
zhucunchuqi 主存储器
zhucunshujuku 主存数据库
zhucunzhan 主存栈
zhudiaoduchengxu 主调度程序
zhudongchaxun 主动查询
zhudonggongji 主动攻击
zhudonglun 主动轮
zhudongshijue 主动视觉
zhudongshujuku 主动数据库
zhudongweixie 主动威胁
zhuduan 主段
zhufenyeshebei 主分页设备
zhufuben 主副本
zhuganwang 主干网
zhuganzongxian 主干总线
zhuji 主机
zhujimiyao 主机密钥
zhukongtai 主控台
zhuku 主库
zhumiyao 主密钥
zhumulu 主目录
zhurenwu 主任务
zhushijianpian 主时间片
zhushizhong 主时钟
zhushuxing 主属性
zhutitancha 主题探查
zhuti 主体
zhutijishu 主体技术
zhutijianhuodong 主体间活动
zhutizu 主体组
zhuwenjian 主文件
zhuye 主页
zhuyechi 主页池
zhuyuyan 主语言
zhuzhan 主站
zhuzhou 主轴
zhutingqi 助听器
zhuyifuhao 助忆符号
zhuce 注册
zhuceguocheng 注册过程
zhucejigou 注册机构
zhushi 注释
zhuxiao 注销
zhuyilijujiao 注意力聚焦
zhumian 柱面
zhumianzuobiao 柱面坐标
zhuzuo 著作
zhuzuogongju 著作工具
zhuanjiajingyan 专家经验
zhuanjiaxitong 专家系统
zhuanxian 专线
zhuanxianjieru 专线接入
zhuanyecidian 专业词典
zhuanyeciku 专业词库
zhuanyong 专用
zhuanyongbaohu 专用保护
zhuanyongci 专用词
zhuanyongjisuanji 专用计算机
zhuanyongpingmian 专用平面
zhuanyongshujuwang 专用数据网
zhuanyongwenjian 专用文件
zhuanyongxianlu 专用线路
zhuanzhicaozuoyuan 专职操作员
zhuancha 转插
zhuanchu 转储
zhuanchuqingchu 转储清除
zhuanfa 转发
zhuanfaqi 转发器
zhuanhuan 转换
zhuanhuanqi 转换器
zhuanjieban 转接板
zhuanjiewang 转接网
zhuanjiexian 转接线
zhuanjieyanchi 转接延迟
zhuanlunmima 转轮密码
zhuanruzhuanchu 转入转出
zhuansuchuanganqi 转速传感器
zhuanyilishibiao 转移历史表
zhuanyizhiling 转移指令
zhuanyi 转义
zhuanyixulie 转义序列
zhuanyizifu 转义字符
zhuanzhi 转置
zhuangpeijian 装配件
zhuangpeitu 装配图
zhuangru 装入
zhuangruchengxu 装入程序
zhuangrulicheng 装入例程
zhuangrumokuai 装入模块
zhuangruyingshe 装入映射
zhuangxiangwenti 装箱问题
zhuangtai 状态
zhuangtaibaozha 状态爆炸
zhuangtaiduilie 状态队列
zhuangtaifangcheng 状态方程
zhuangtaiji 状态机
zhuangtaikongjian 状态空间
zhuangtaitu 状态图
zhuangtaizhan 状态栈
zhuangtaizi 状态字
zhuijia 追加
zhuizongchengxu 追踪程序
zhunxu 准许
zhuomian 桌面
zhuomiancaozuoxitong 桌面操作系统
zhuomianchubanxitong 桌面出版系统
zhuomianhuiyi 桌面会议
zhuomianji 桌面机
zhuomianjisuanji 桌面计算机
zhuomianjiancha 桌面检查
zhuomianwenjian 桌面文件
zixunxitong 咨询系统
zitaikongzhi 姿态控制
zitaishibie 姿态识别
ziliaoyuan 资料员
ziyuan 资源
ziyuanchi 资源池
ziyuandiaodu 资源调度
ziyuanfenpei 资源分配
ziyuanfenpeibiao 资源分配表
ziyuangongxiang 资源共享
ziyuanguanli 资源管理
ziyuanzhongfu 资源重复
ziyuanziwang 资源子网
ziban 子板
zibu 子步
zicaiyang 子采样
ziceng 子层
zichajianban 子插件板
zichengxu 子程序
zichi 子池
zichiduilie 子池队列
zichuangkou 子窗口
zidaibianma 子带编码
ziduan 子段
ziduilie 子队列
zifangfa 子方法
zifenpei 子分配
zifenpeiwenjian 子分配文件
zihanshu 子函数
ziji 子集
zijifugai 子集覆盖
zijiankongchengxu 子监控程序
zijincheng 子进程
ziju 子句
zijuyufa 子句语法
zikuaibianma 子块编码
zilei 子类
zilicheng 子例程
zimoshi 子模式
zimubiao 子目标
zirenwu 子任务
zirenwuchuli 子任务处理
zisun 子孙
zitu 子图
ziwang 子网
ziwangcengci 子网层次
ziwangdu 子网度
ziwangmen 子网门
ziwangyanma 子网掩码
zixitong 子系统
ziyuyan 子语言
zizuoye 子作业
zichang 字长
zichuli 字处理
zici 字词
ziduan 字段
zifu 字符
zifubianjie 字符边界
zifuchuan 字符串
zifuchuanziyuan 字符串资源
zifudayinji 字符打印机
zifufashengqi 字符发生器
zifuji 字符集
zifushibie 字符识别
zifushuru 字符输入
zifuxiangguan 字符相关
zifuyueduji 字符阅读机
zihao 字号
zihui 字汇
zijishu 字计数
zijieliu 字节流
zijieliubao 字节流报
ziliang 字量
zimabiao 字码表
zimianchangliang 字面常量
zimianzhi 字面值
zimodianzhen 字模点阵
zimubiao 字母表
zimuzi 字母字
zimuzifuji 字母字符集
zimu 字幕
zipian 字片
zipin 字频
ziqudong 字驱动
zirongyu 字冗余
ziti 字体
ziwei 字位
ziweibawei 字位八位
zixing 字形
zixingbianma 字形编码
zixu 字序
ziyin 字音
ziceshi 自测试
zidixiangshang 自底向上
zidixiangshangfangfa 自底向上方法
zidiaodu 自调度
zidiaodusuanfa 自调度算法
zidiaozheng 自调整
zidingxiangxia 自顶向下
zidingxiangxiafangfa 自顶向下方法
zidingyifangfa 自定义方法
zidingyixiaoxi 自定义消息
zidingyiyichang 自定义异常
zidongbingxinghua 自动并行化
zidongbuchang 自动补偿
zidongbuju 自动布局
zidongbuxian 自动布线
zidongceshi 自动测试
zidongfanyi 自动翻译
zidongfenye 自动分页
zidonghuitu 自动绘图
zidongji 自动机
zidongjiyi 自动记忆
zidongjiashiyi 自动驾驶仪
zidongjianyan 自动检验
zidongjingei 自动进给
zidongkongzhi 自动控制
zidongqidong 自动启动
zidongtongbuqi 自动同步器
zidongtuili 自动推理
zidongwenzhai 自动文摘
zidongyanyi 自动演绎
zidongyouji 自动邮寄
ziguihua 自规划
zihuajiekuai 自划界块
zijiandianlu 自检电路
zijianyan 自检验
zijieya 自解压
zilianjie 自连接
zilianjie 自联结
zimiaoshu 自描述
zimiaoshuxing 自描述性
zimoxing 自模型
ziqidong 自启动
ziqian 自嵌
ziquan 自圈
ziranduiliu 自然对流
ziranfeixu 自然非序
ziranjingwu 自然景物
ziranlianjie 自然联结
zirantuili 自然推理
ziranwenli 自然纹理
ziranxu 自然序
ziranyuyan 自然语言
zishengzhishi 自省知识
zishiying 自适应
zishiyingkongzhi 自适应控制
zishiyingxing 自适应性
zitongbu 自同步
zitongbumima 自同步密码
zixiangjiao 自相交
zixiaozhengkongzhi 自校正控制
zixiuli 自修理
zixuexi 自学习
zixunyoukongzhi 自寻优控制
ziyinyong 自引用
ziyoubiao 自由表
ziyoucijiansuo 自由词检索
ziyoukongjianbiao 自由空间表
ziyoumoshi 自由模式
ziyouqumian 自由曲面
ziyouquxian 自由曲线
ziyouruanjian 自由软件
ziyouxuanzewang 自由选择网
ziyouzhuti 自由主体
