name=拼音
key=abcdefghijklmnopqrstuvwxyz
len=63
wildcard=?
pinyin=1
split='
hint=0
user=pinyin.usr
assist=mb/yong.txt 2
zhishikuguanlixiton 知识库管理系统
zhishikuj 知识库机
zhishikuxiton 知识库系统
zhishikua 知识块
zhishiliyongxiton 知识利用系统
zhishimijixingchany 知识密集型产业
zhishimosh 知识模式
zhishimoxin 知识模型
zhishiq 指示器
zhishirongy 知识冗余
zhishitiq 知识提取
zhishitiquq 知识提取器
zhishitonghu 知识同化
zhishituxiangbianm 知识图像编码
zhishituil 知识推理
zhishixiangrongxin 知识相容性
zhishixinxichul 知识信息处理
zhishixinxichulixiton 知识信息处理系统
zhishixinxigesh 知识信息格式
zhishiyindaoshujuk 知识引导数据库
zhishiyua 知识源
zhishizhengmin 知识证明
zhishizhugua 知识主管
zhishizhut 知识主体
zhishizixiton 知识子系统
zhishizuzh 知识组织
zhishubianqia 指数变迁
zhishuhuiguisuanf 指数回归算法
zhishumimatizh 指数密码体制
zhishushijia 指数时间
zhitongxia 直通线
zhiwe 置位 指纹
zhiweimaichon 置位脉冲
zhiwenbiansh 指纹辨识
zhiwenfenx 指纹分析
zhiwensaomia 指纹扫描
zhiwenshibi 指纹识别
zhixianweiyichuanganq 直线位移传感器
zhixincedu 置信测度
zhixin 执行
zhixingchengx 执行程序
zhixingdiaoduweih 执行调度维护
zhixingguanlichengx 执行管理程序
zhixingjigo 执行机构
zhixingjianch 执行检查
zhixingkaixia 执行开销
zhixingkongzhichengx 执行控制程序
zhixinglichen 执行例程
zhixingli 执行流
zhixingshijia 执行时间
zhixingshijianlilu 执行时间理论
zhixingxiton 执行系统
zhixingzha 执行栈
zhixingzhich 执行支持
zhixingzhugua 执行主管
zhixingzhut 执行主体
zhixingzhuangta 执行状态
zhixingzuoyediaod 执行作业调度
zhiy 质疑
zhiyinyua 指引元
zhizaojiaxian 制造假象
zhizaozhixingxiton 制造执行系统
zhizaozidonghuaxiey 制造自动化协议
zhizaoziyuanguihu 制造资源规划
zhizefenka 职责分开
zhizha 支站
zhizhe 指针
zhizicengxichengxian 质子层析成像
zhongbeidaxu 中北大学
zhongbeidaxuechubansh 中北大学出版社
zhongbeidaxueruanjianxueyua 中北大学软件学院
zhongca 仲裁
zhongcaidanyua 仲裁单元
zhongcaixiton 仲裁系统
zhongcaiyan 重采样
zhongcaiyua 仲裁员
zhongdizhijianya 重地址检验
zhongdiandizh 终点地址
zhongd 重读 中毒
zhongdua 终端 中断
zhongduanchul 中断处理
zhongduanduili 中断队列
zhongduanfangwenkongzhiq 终端访问控制器
zhongduanfangwenkongzhiqifangwenkongzhixiton 终端访问控制器访问控制系统
zhongduanhuihu 终端会话
zhongduanjicunq 中断寄存器
zhongduanjizh 中断机制
zhongduanjierukongzhiq 终端接入控制器
zhongduankongzhixiton 终端控制系统
zhongduanpingb 中断屏蔽
zhongduanqingqi 中断请求
zhongduanqudon 中断驱动
zhongduanqudongshurushuch 中断驱动输入输出
zhongduanshebe 终端设备
zhongduanshijia 中断事件
zhongduanxianglian 中断向量
zhongduanxiangliangbia 中断向量表
zhongduanxinhaohulianwanglu 中断信号互连网络
zhongduanyichan 中断异常
zhongduanyongh 终端用户
zhongduanyouxianj 中断优先级
zhongduanzusa 中断阻塞
zhongduanzuoy 终端作业
zhongduanzuoyebiaozh 终端作业标识
zhongguokejidaxu 中国科技大学
zhongguokejidaxuechubansh 中国科技大学出版社
zhongguokejidaxueruanjianxueyua 中国科技大学软件学院
zhongguoqiangmoxin 中国墙模型
zhongguorenmindaxu 中国人民大学
zhongguorenmindaxuechubansh 中国人民大学出版社
zhongguorenmindaxueruanjianxueyua 中国人民大学软件学院
zhonghuijushanch 重汇聚扇出
zhongj 中继 中击
zhongjidua 中继段
zhongjif 终极符
zhongjiq 中继器
zhongjizha 中继站
zhongjiandaim 中间代码
zhongjianjia 中间件
zhongjianjiedia 中间结点
zhongjianre 中间人
zhongjianrengongj 中间人攻击
zhongjianshebe 中间设备
zhongjianyuya 中间语言
zhongjiemoxin 终结模型
zhongjieq 终接器
zhongjiexiton 中介系统
zhongjiezhut 中介主体
zhongjiezhuangta 终结状态
zhonglidufangwenkongzh 中粒度访问控制
zhongnandaxu 中南大学
zhongnandaxuechubansh 中南大学出版社
zhongnandaxueruanjianxueyua 中南大学软件学院
zhongqidiaod 中期调度
zhongqu 种群
zhongrihantongyihanz 中日韩统一汉字
zhongrujiandum 重入监督码
zhongshandaxu 中山大学
zhongshandaxuechubansh 中山大学出版社
zhongshandaxueruanjianxueyua 中山大学软件学院
zhongshenmianfe 终身免费
zhongshid 忠实度
zhongwe 中文
zhongwenbianm 中文编码
zhongwencaozuoxiton 中文操作系统
zhongwenpingta 中文平台
zhongwenwenbenjiaogaixiton 中文文本校改系统
zhongwenxinx 中文信息
zhongwenxinxichul 中文信息处理
zhongwenxinxichulishebe 中文信息处理设备
zhongwenxinxijiansuoxiton 中文信息检索系统
zhongwenyuliaok 中文语料库
zhongwenzhonggu 中文中国
zhongxinchaxu 重新查询
zhongxinchushihu 重新初始化
zhongxinc 中心词
zhongxinciqudongduanyujiegouyuf 中心词驱动短语结构语法
zhongxindongc 中心动词
zhongxinjigo 中心机构
zhongxinj 中心矩
zhongxinmingc 中心名词
zhongxinzuobia 重心坐标
zhongxingjisuanj 中型计算机
zhongyangchulidanyua 中央处理单元
zhongyangchulij 中央处理机
zhongyangchuliq 中央处理器
zhongyangduili 中央队列
zhongyangwanglu 中央网络
zhongyouchengx 重邮程序
zhongyouq 重邮器
zhongyunxingdia 重运行点
zhongyunxinglichen 重运行例程
zhongza 重载
zhongzaifenx 重载分析
zhongzh 终止
zhongzhijia 中止键
zhongzhijiedia 终止节点
zhongzhilvboq 中值滤波器
zhongzhixingzhengmin 终止性证明
zhongzhu 中缀
zhongzitianchongsuanf 种子填充算法
zhoucetouyin 轴测投影
zhouq 周期
zhouqiqieq 周期窃取
zhouqishijia 周期时间
zhouqixingdingy 周期性定义
zhouqixingzhongdua 周期性中断
zhouqizhe 周期帧
zhouxiangjinge 轴向进给
zhuba 主板
zhubuqiujin 逐步求精
zhuc 注册
zhucebaoh 注册保护
zhuceguochen 注册过程
zhucejigo 注册机构
zhuchire 主持人
zhucixin 逐次性
zhucongdiaod 主从调度
zhucongfuzh 主从复制
zhucongjisuanj 主从计算机
zhucongshicaozuoxiton 主从式操作系统
zhucu 主存
zhucunchuq 主存储器
zhucunchuqifenq 主存储器分区
zhucunshujuk 主存数据库
zhucunxinxizhuanch 主存信息转储
zhucunzha 主存栈
zhuda 主刀
zhudiaoduchengx 主调度程序
zhudongchaxu 主动查询
zhudongdaxianqietin 主动搭线窃听
zhudonggongj 主动攻击
zhudongjuecezhichixiton 主动决策支持系统
zhudonglu 主动轮
zhudongshiju 主动视觉
zhudongshujuk 主动数据库
zhudongweixi 主动威胁
zhudua 主段
zhufenyeshebe 主分页设备
zhufube 主副本
zhuganwan 主干网
zhuganzongxia 主干总线
zhuhan 逐行
zhuhangsaomia 逐行扫描
zhuj 主机
zhujiba 主机板
zhujicaozuoxiton 主机操作系统
zhujichuansongwenjia 主机传送文件
zhujimiya 主机密钥
zhukongta 主控台
zhuk 主库
zhulile 主力类
zhuliulanq 主浏览器
zhuliuxingbingd 驻留型病毒
zhumiya 主密钥
zhumia 柱面
zhumianfenleif 逐面分类法
zhumianzuobia 柱面坐标
zhumianzuobiaoxingjiqire 柱面坐标型机器人
zhumul 主目录
zhurenw 主任务
zhush 主杀 注释
zhushigongj 注释工具
zhushijianpia 主时间片
zhushizhon 主时钟
zhushuxin 主属性
zhut 主体
zhutijish 主体技术
zhutijianhuodon 主体间活动
zhutitanch 主题探查
zhutitixijiego 主体体系结构
zhutitongxinyuya 主体通信语言
zhutiz 主体组
zhutingq 助听器
zhuwenjia 主文件
zhuxia 注销
zhuy 主页 竹叶
zhuyech 主页池
zhuyifuha 助忆符号
zhuyilijujia 注意力聚焦
zhuyindaojil 主引导记录
zhuyukongzhiq 主域控制器
zhuyuya 主语言
zhuzha 主站
zhuzho 主轴
zhuzhousudukongzhidanyua 主轴速度控制单元
zhuzu 著作
zhuzuogongj 著作工具
zhuashougongj 抓手工具
zhuanch 转插 转储
zhuanchuqingch 转储清除
zhuanf 转发
zhuanfadail 转发代理
zhuanfaq 转发器
zhuanhua 转换
zhuanhuanchazha 转换查找
zhuanhuanfangf 转换方法
zhuanhuanq 转换器
zhuanhuanqiaojiefangsh 转换桥接方式
zhuanjiajingya 专家经验
zhuanjiawentiqiuji 专家问题求解
zhuanjiaxiton 专家系统
zhuanjiaxitonggongj 专家系统工具
zhuanjiaxitongwaik 专家系统外壳
zhuanjieba 转接板
zhuanjiewan 转接网
zhuanjiexia 转接线
zhuanjieyanch 转接延迟
zhuanl 转录
zhuanlunmim 转轮密码
zhuanruzhuanch 转入转出
zhuansuchuanganq 转速传感器
zhuansuj 转速计
zhuanxia 专线
zhuanxianjier 专线接入
zhuanyecidia 专业词典
zhuanyecik 专业词库
zhuany 转义
zhuanyilishibia 转移历史表
zhuanyimubiaodizh 转移目标地址
zhuanyiwangluoyuf 转移网络语法
zhuanyixuli 转义序列
zhuanyiyanchica 转移延迟槽
zhuanyiyuc 转移预测
zhuanyiyucehuanchongq 转移预测缓冲器
zhuanyizhilin 转移指令
zhuanyizif 转义字符
zhuanyon 专用
zhuanyonganquanmosh 专用安全模式
zhuanyongbaoh 专用保护
zhuanyongc 专用词
zhuanyongdizh 专用地址
zhuanyongjichengdianl 专用集成电路
zhuanyongjicunq 专用寄存器
zhuanyongjisuanj 专用计算机
zhuanyongjiaohuanj 专用交换机
zhuanyongpingmia 专用平面
zhuanyongshujuwan 专用数据网
zhuanyongwenjia 专用文件
zhuanyongxianl 专用线路
zhuanyongzidongxiaojiaohuanj 专用自动小交换机
zhuanzh 转置
zhuanzhicaozuoyua 专职操作员
zhuangpeijia 装配件
zhuangpeit 装配图
zhuangr 装入
zhuangruchengx 装入程序
zhuangrulichen 装入例程
zhuangrumokua 装入模块
zhuangruyingsh 装入映射
zhuangta 状态
zhuangtaibaozh 状态爆炸
zhuangtaiduili 状态队列
zhuangtaifangchen 状态方程
zhuangtaiguanlichengx 状态管理程序
zhuangtaij 状态机
zhuangtaijianc 状态检测
zhuangtaijianch 状态检查
zhuangtaikongjia 状态空间
zhuangtaikongjianbiaosh 状态空间表示
zhuangtaikongjiansousu 状态空间搜索
zhuangtaila 状态栏
zhuangtait 状态图
zhuangtaizha 状态栈
zhuangtaiz 状态字
zhuangxiangwent 装箱问题
zhuangzh 装置
zhuiji 追加
zhuijiaanquanbaohuchengx 追加安全保护程序
zhuizongchengx 追踪程序
zhundianbodiansh 准点播电视
zhunqianzizhilian 准铅字质量
zhunquexin 准确性
zhunx 准许
zhuomia 桌面
zhuomiancaozuoxiton 桌面操作系统
zhuomianchubanxiton 桌面出版系统
zhuomianhuiy 桌面会议
zhuomianj 桌面机
zhuomianjisuanj 桌面计算机
zhuomianjianch 桌面检查
zhuomianwenjia 桌面文件
zhuomianyinqin 桌面引擎
zhuosepeiteliwan 着色佩特里网
zhuosesh 着色数
zhuoseshumuwent 着色数目问题
ziba 子板
zibingxingweibingxin 字并行位并行
zibingxingweichuanxin 字并行位串行
zib 子步
zicaiyan 子采样
zicesh 自测试
zicen 子层
zichajianba 子插件板
zichaxu 子查询
zicha 资产
zichan 字长
zichengx 子程序
zichengxuk 子程序库
zich 子池
zichiduili 子池队列
zichongdingwe 自重定位
zichul 字处理
zichua 子串
zichuanpipe 子串匹配
zichuanxingweibingxin 字串行位并行
zichuanxingweichuanxin 字串行位串行
zichuangko 子窗口
zic 字词
zidaibianm 子带编码
zidanyua 子单元
zidixiangshan 自底向上
zidixiangshangfangf 自底向上方法
zidixiangshangjufafenx 自底向上句法分析
zidixiangshangshej 自底向上设计
zidixiangshangtuil 自底向上推理
zidianshigongj 字典式攻击
zidiaod 自调度
zidiaodusuanf 自调度算法
zidingbia 自定标
zidingxiangxi 自顶向下
zidingxiangxiacesh 自顶向下测试
zidingxiangxiafangf 自顶向下方法
zidingxiangxiajufafenx 自顶向下句法分析
zidingxiangxiashej 自顶向下设计
zidingxiangxiatuil 自顶向下推理
zidingyifangf 自定义方法
zidingyijiemia 自定义界面
zidingyikongjia 自定义控件
zidingyishuxin 自定义属性
zidingyixiaox 自定义消息
zidingyiyichan 自定义异常
zidonganquanjiankon 自动安全监控
zidongbiaoyi 自动标引
zidongbingxinghu 自动并行化
zidongbuchan 自动补偿
zidongbuj 自动布局
zidongbuxia 自动布线
zidongcesh 自动测试
zidongceshishebe 自动测试设备
zidongceshishengchen 自动测试生成
zidongceshishengchengq 自动测试生成器
zidongceshishujushengchengq 自动测试数据生成器
zidongceshiyonglishengchengq 自动测试用例生成器
zidongchengxushej 自动程序设计
zidongchengxuzhongdua 自动程序中断
zidongchicunbiaozh 自动尺寸标注
zidongdaohangy 自动导航仪
zidongdianhuafanyixiton 自动电话翻译系统
zidongduibid 自动对比度
zidongfaxia 自动发现
zidongfany 自动翻译
zidongfenduanhekongzh 自动分段和控制
zidongfenle 自动分类
zidongfeny 自动分页
zidonghuaanquanjiankon 自动化安全监控
zidonghuacesh 自动化测试
zidonghuadezhiwenshibiexiton 自动化的指纹识别系统
zidonghuaguda 自动化孤岛
zidonghuaxiton 自动化系统
zidonghuandiej 自动换碟机
zidonghuanhan 自动换行
zidonghuit 自动绘图
zidongj 自动机
zidongjiy 自动记忆
zidongjiashiy 自动驾驶仪
zidongjianya 自动检验
zidongjinge 自动进给
zidongkongzh 自动控制
zidongluojituil 自动逻辑推理
zidongmiyaomim 自动密钥密码
zidongmoxinghuoq 自动模型获取
zidongqidon 自动启动
zidongrenwuhu 自动任务化
zidongshejigongj 自动设计工具
zidongsongzhiq 自动送纸器
zidongsousuofuw 自动搜索服务
zidongtianxi 自动填写
zidongtongbuq 自动同步器
zidongtuil 自动推理
zidongwenzha 自动文摘
zidongyany 自动演绎
zidongyanzhenggongj 自动验证工具
zidongyanzhengxiton 自动验证系统
zidongyouj 自动邮寄
zidongzhongfaqingqi 自动重发请求
zidua 字段 子段
ziduili 子队列
zifanchuandibiba 自反传递闭包
zifanfangwenkongzhiliebia 自反访问控制列表
zifangf 子方法
zifenpe 子分配
zifenpeiwenjia 子分配文件
zif 字符
zifubianji 字符边界
zifubianlian 字符变量
zifuchanglian 字符常量
zifuchua 字符串
zifuchuanchanglian 字符串常量
zifuchuanhansh 字符串函数
zifuchuanziyua 字符串资源
zifudayinj 字符打印机
zifufashengq 字符发生器
zifuj 字符集
zifulianji 字符连接
zifushibi 字符识别
zifushur 字符输入
zifushurushebe 字符输入设备
zifuxianggua 字符相关
zifuyueduj 字符阅读机
ziguihu 自规划
zihansh 子函数
ziha 字号
zihuajiekua 自划界块
zihu 字汇
zij 子集 子句
zijifuga 子集覆盖
zijish 字计数
zijiandianl 自检电路
zijiankongchengx 子监控程序
zijianya 自检验
zijiaozhengkongzh 自校正控制
ziji 字节
zijieduoluzhuanhuantongda 字节多路转换通道
zijieli 字节流
zijiey 自解压
zijinchen 子进程
zijuyuf 子句语法
zikuaibianm 子块编码
zile 子类
zilichen 子例程
zilianji 自连接 自联结
zilian 字量
ziliaoyua 资料员
zimabia 字码表
zimiya 子密钥
zimianchanglian 字面常量
zimianzh 字面值
zimiaosh 自描述
zimiaoshuxin 自描述性
zimosh 子模式
zimoxin 自模型
zim 字幕
zimubia 字母表 子目标
zimudianzhe 字模点阵
zimul 子目录
zimushuzizifuj 字母数字字符集
zimuz 字母字
zimuzifuj 字母字符集
zipia 字片
zipi 字频
ziqidon 自启动
ziqia 自嵌
ziqudon 字驱动
ziqua 自圈
ziranduili 自然对流
ziranfeix 自然非序
ziranjingw 自然景物
ziranlianji 自然联结
zirantuil 自然推理
ziranwenl 自然纹理
ziranx 自然序
ziranyuya 自然语言
ziranyuyanchul 自然语言处理
ziranyuyangainianfenx 自然语言概念分析
ziranyuyanliji 自然语言理解
ziranyuyanshengchen 自然语言生成
ziranyuyanshujuk 自然语言数据库
ziranyuyanyuf 自然语言语法
ziranzaiha 自然灾害
zirenw 子任务
zirenwuchul 子任务处理
zirongy 字冗余
zishengzhish 自省知识
zishiyin 自适应
zishiyingchafenmaimatiaozh 自适应差分脉码调制
zishiyingkongzh 自适应控制
zishiyingshenjingwanglu 自适应神经网络
zishiyingsulvdengjidiaozhen 自适应速率等级调整
zishiyingxin 自适应性
zishiyingyonghujiemia 自适应用户界面
zishiyingyucebianm 自适应预测编码
zishiyingzib 自适应子波
zisu 子孙
zitaiguidaokongzhidianl 姿态轨道控制电路
zitaikongzh 姿态控制
zitaishibi 姿态识别
zit 字体 子图
zitiaozhen 自调整
zitongb 自同步
zitongbumim 自同步密码
zito 自投
zitupipe 子图匹配
ziwaik 子外壳
ziwan 子网
ziwangcengc 子网层次
ziwangd 子网度
ziwangfangwenxiey 子网访问协议
ziwanglu 子网络
ziwangme 子网门
ziwangyanm 子网掩码
ziwe 字位
ziweibawe 字位八位
zixiton 子系统
zixiaershangdefangf 自下而上的方法
zixiangjia 自相交
zixiangsiwangluoyew 自相似网络业务
zixin 字形
zixingbianm 字形编码
zixiul 自修理
zix 字序
zixuex 自学习
zixunxiton 咨询系统
zixunyoukongzh 自寻优控制
ziyi 字音
ziyinyon 自引用
ziyoubia 自由表
ziyoucijiansu 自由词检索
ziyoukongjianbia 自由空间表
ziyoumosh 自由模式
ziyouqumia 自由曲面
ziyouquxia 自由曲线
ziyouruanjia 自由软件
ziyouxuanzewan 自由选择网
ziyouzhut 自由主体
ziyuya 子语言
ziyua 字元 资源
ziyuanbiaoshif 资源标识符
ziyuanch 资源池
ziyuanchongf 资源重复
ziyuandiaod 资源调度
ziyuanfenpe 资源分配
ziyuanfenpeibia 资源分配表
ziyuangongxian 资源共享
ziyuangongxiangfenshixiton 资源共享分时系统
ziyuangongxiangkongzh 资源共享控制
ziyuanguanl 资源管理
ziyuanguanlichengx 资源管理程序
ziyuanjil 资源记录
ziyuanziwan 资源子网
zizha 自展
zizhenduangongnen 自诊断功能
zizhixiton 自治系统
zizhuanqua 自主安全
zizhubaoh 自主保护
zizhufangwenkongzh 自主访问控制
zizhutongdaocaozu 自主通道操作
zizhuxiton 自主系统
zizuduoluzhuanhuantongda 字组多路转换通道
zizuzhishenjingwanglu 自组织神经网络
zizuzhixiton 自组织系统
zizuzhiyingsh 自组织映射
zizuoy 子作业
zizuoyon 自作用
zongguanjiaquannengkehuguanxiguanlixiton 总管家全能客户关系管理系统
zonghebianjixiuga 综合编辑修改
zonghecaozuoxiton 综合操作系统
zonghecesh 综合测试
zongheceshixiton 综合测试系统
zonghejuecezhichixiton 综合决策支持系统
zongheyewushuziwan 综合业务数字网
zongshenfangy 纵深防御
zongtimoxin 总体模型
zongxia 总线
zongxiangelimosh 总线隔离模式
zongxianjijingxinha 总线寂静信号
zongxianjiego 总线结构
zongxianshubia 总线鼠标
zongxianshubiaoq 总线鼠标器
zongxianwan 总线网
zongxianzhongca 总线仲裁
zongxiangcijil 纵向磁记录
zongxiangjioujianya 纵向奇偶检验
zongxiangjianya 纵向检验
zongxiangrongyujianya 纵向冗余检验
zongxiangsaomia 纵向扫描
zoubucesh 走步测试
zouch 走查
zubawe 组八位
